distinction_rank	feature_id	consistent_distinction_flag	handled_control_count	handled_controls_observed	handled_controls_with_presence_shift	handled_controls_with_large_abs_delta	family_count_with_any_row	family_count_with_presence_shift	families_observed	position_count_with_any_row	position_count_with_presence_shift	positions_observed	comparison_rows	mean_abs_delta	max_abs_delta	mean_signed_delta	presence_shift_count	ascii_only_count	perturbation_only_count	both_present_count	large_abs_delta_count
130	3446	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_10	2	0.2813946902751922	0.2813946902751922	-0.2813946902751922	2	2	0	0	2
131	3471	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_2	2	0.1795741319656372	0.1795741319656372	-0.1795741319656372	2	2	0	0	2
132	3498	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_10	2	0.2520705759525299	0.2520705759525299	-0.2520705759525299	2	2	0	0	2
133	3538	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_10	2	1.2702667713165283	1.2702667713165283	-1.2702667713165283	2	2	0	0	2
134	3604	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	3	0.2655605177084605	0.2963195741176605	-0.12953224778175354	3	2	1	0	3
135	3648	0	2	e_to_ē,s_to_ş	0	0	1	0	paraphrase_hum	1	0	final_prompt_token_minus_1	2	0.022365570068359347	0.0340689718723297	-0.022365570068359347	0	0	0	2	0
136	3661	0	1	s_to_ş	1	1	1	1	yes_no_hum	1	1	final_prompt_token	1	0.1765789091587066	0.1765789091587066	0.1765789091587066	1	0	1	0	1
137	3689	0	1	s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token	2	0.1568285524845123	0.1580226868391037	0.1568285524845123	2	0	2	0	2
138	3699	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	1	1	final_prompt_token	4	0.13982826471328727	0.2271855473518371	-0.13982826471328727	3	3	0	1	3
139	3704	0	1	s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	2	0.14343406260013575	0.1442143619060516	0.14343406260013575	2	0	2	0	2
140	3724	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.1635529696941375	0.1635529696941375	0.1635529696941375	1	0	1	0	1
141	3763	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_2	2	0.1443984508514404	0.1443984508514404	-0.1443984508514404	2	2	0	0	2
142	3805	0	1	e_to_ē	1	1	1	1	original_hum	1	1	final_prompt_token_minus_1	1	0.142850637435913	0.142850637435913	0.142850637435913	1	0	1	0	1
143	3836	0	2	e_to_ē,s_to_ş	1	2	1	1	just_check_hum	2	2	final_prompt_token,final_prompt_token_minus_1	4	0.2026429362595081	0.3456840217113495	-0.2026429362595081	2	2	0	2	3
144	3899	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_5	2	0.1967269331216812	0.1967269331216812	-0.1967269331216812	2	2	0	0	2
145	3918	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_10	2	0.1982268095016479	0.1982268095016479	-0.1982268095016479	2	2	0	0	2
146	3920	0	1	s_to_ş	1	1	3	3	just_check_hum,original_hum,removed_sentence_hum	3	3	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_10	4	0.18575977906584737	0.2179070711135864	0.18575977906584737	4	0	4	0	4
147	3964	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	4	0.1809526197612285	0.196601316332817	-0.015648696571588495	4	2	2	0	4
148	3968	0	1	e_to_ē	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	2	0.19354221224784846	0.1976185739040374	0.19354221224784846	2	0	2	0	2
149	3992	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token	1	0.2107990235090255	0.2107990235090255	0.2107990235090255	1	0	1	0	1
150	4006	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token	1	0.1424846202135086	0.1424846202135086	0.1424846202135086	1	0	1	0	1
151	4067	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	5	0.23137066960334773	0.2697272896766662	-0.1627517759799957	5	4	1	0	5
152	4166	0	1	e_to_ē	1	1	1	1	just_check_hum	2	2	final_prompt_token,final_prompt_token_minus_5	2	0.1775491833686828	0.1796421110630035	0.1775491833686828	2	0	2	0	2
153	4204	0	1	e_to_ē	1	1	3	3	just_check_hum,original_hum,removed_sentence_hum	2	2	final_prompt_token,final_prompt_token_minus_5	3	0.2786504675944646	0.3158044219017029	0.2786504675944646	3	0	3	0	3
154	4221	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token	1	0.1987627893686294	0.1987627893686294	0.1987627893686294	1	0	1	0	1
155	4232	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	3	3	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2	7	0.09779764924730568	0.2367452830076217	-0.03221552286829267	3	2	1	4	3
156	4306	0	1	s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	2	0.1586887463927269	0.1701614111661911	0.1586887463927269	2	0	2	0	2
157	4328	0	1	e_to_ē	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	2	0.14353163540363312	0.1492010653018951	0.14353163540363312	2	0	2	0	2
158	4351	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_5	1	0.221164584159851	0.221164584159851	0.221164584159851	1	0	1	0	1
159	4417	0	1	s_to_ş	1	1	1	1	removed_sentence_hum	1	1	final_prompt_token_minus_10	1	0.1339860558509826	0.1339860558509826	0.1339860558509826	1	0	1	0	1
160	4428	0	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,removed_sentence_hum	2	2	final_prompt_token,final_prompt_token_minus_5	4	0.13365634158253664	0.205350175499916	0.048488032072782516	2	0	2	2	2
161	4456	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	11	0.2054564695466648	0.2887281775474548	0.17704806409098883	10	1	9	1	10
162	4468	0	1	s_to_ş	1	1	1	1	original_hum	1	1	final_prompt_token_minus_10	1	0.1555469334125518	0.1555469334125518	0.1555469334125518	1	0	1	0	1
163	4494	1	2	e_to_ē,s_to_ş	2	2	3	3	original_hum,paraphrase_hum,yes_no_hum	3	3	final_prompt_token,final_prompt_token_minus_10,final_prompt_token_minus_5	5	0.219740879535675	0.3507549166679382	-0.07943891286849972	5	4	1	0	5
164	4513	0	1	e_to_ē	1	1	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	3	0.15814243753751114	0.1911817193031311	0.15814243753751114	3	0	3	0	3
165	4514	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	4	1.3606265783309937	1.3619955778121948	-1.3606265783309937	4	4	0	0	4
166	4621	0	1	s_to_ş	1	1	1	1	original_hum	1	1	final_prompt_token_minus_2	1	0.1620285511016845	0.1620285511016845	0.1620285511016845	1	0	1	0	1
167	4631	0	1	e_to_ē	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_1	1	0.1870044469833374	0.1870044469833374	0.1870044469833374	1	0	1	0	1
168	4715	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,yes_no_hum	3	3	final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_5	6	0.19481760760148362	0.308998167514801	0.09181821842988329	5	1	4	1	5
169	4793	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.2246941328048706	0.2246941328048706	0.2246941328048706	1	0	1	0	1
170	4795	1	2	e_to_ē,s_to_ş	2	2	4	4	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	4	4	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	16	0.1874017501249909	0.2621555924415588	-0.030664213933050626	14	8	6	2	14
171	4828	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.3379537463188171	0.3379537463188171	-0.3379537463188171	2	2	0	0	2
172	4844	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_1	4	0.1703483462333679	0.175552487373352	-0.1703483462333679	4	4	0	0	4
173	4928	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_5	1	0.1605916321277618	0.1605916321277618	0.1605916321277618	1	0	1	0	1
174	4993	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,original_hum	1	1	final_prompt_token	3	0.19006158908208212	0.2482640445232391	0.19006158908208212	3	0	3	0	3
175	4998	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token	1	0.1586960554122924	0.1586960554122924	0.1586960554122924	1	0	1	0	1
176	5024	0	2	e_to_ē,s_to_ş	1	1	1	1	original_hum	1	1	final_prompt_token_minus_10	2	0.0996457487344741	0.1957504600286483	-0.0996457487344741	1	1	0	1	1
177	5026	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	4	0.23229838535189626	0.2627534866333008	0.018367063254117973	4	2	2	0	4
178	5079	0	2	e_to_ē,s_to_ş	2	2	1	1	removed_sentence_hum	1	1	final_prompt_token	2	0.1563901603221893	0.1563901603221893	-0.1563901603221893	2	2	0	0	2
179	5091	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_2	2	0.1617190539836883	0.1617190539836883	-0.1617190539836883	2	2	0	0	2
180	5096	0	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	1	1	final_prompt_token_minus_5	2	0.15080820769071573	0.162449911236763	0.15080820769071573	2	0	2	0	2
181	5117	1	2	e_to_ē,s_to_ş	2	2	4	3	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	2	1	final_prompt_token_minus_2,final_prompt_token_minus_5	6	0.8863705694675446	1.3324074745178225	0.7999029258886973	4	0	4	2	6
182	5133	0	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	2	1.1321619749069214	1.1321619749069214	-1.1321619749069214	2	2	0	0	2
183	5173	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	1	1	final_prompt_token_minus_10	4	0.24213357269763947	0.2702532410621643	-0.24213357269763947	4	4	0	0	4
184	5183	0	1	s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token	2	0.1651051715016365	0.171061635017395	0.1651051715016365	2	0	2	0	2
185	5230	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	6	0.6479425032933553	0.933649480342865	-0.039800127347310386	6	4	2	0	6
186	5257	1	2	e_to_ē,s_to_ş	1	2	3	3	just_check_hum,original_hum,removed_sentence_hum	3	2	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2	18	0.14541590876049462	0.4255347549915313	-0.10459905531671311	5	5	0	13	9
187	5260	0	1	s_to_ş	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_2	1	0.1895907074213028	0.1895907074213028	0.1895907074213028	1	0	1	0	1
188	5275	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.2650150060653686	0.2650150060653686	-0.2650150060653686	2	2	0	0	2
189	5333	1	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	3	3	final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2	6	0.19572480519612626	0.1996671259403228	-0.19572480519612626	6	6	0	0	6
190	5347	0	1	e_to_ē	1	1	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_2,final_prompt_token_minus_5	2	0.20075431466102595	0.2024121284484863	0.20075431466102595	2	0	2	0	2
191	5371	0	1	e_to_ē	1	1	2	2	just_check_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	2	0.1362432390451431	0.1416366398334503	0.1362432390451431	2	0	2	0	2
192	5412	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	5	0.35279397368431087	0.4051425457000732	-0.2783868849277496	5	4	1	0	5
193	5417	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	5	5	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	34	0.1720021875465617	0.5210103988647461	-0.07426516098134657	15	9	6	19	21
194	5421	1	2	e_to_ē,s_to_ş	2	2	3	2	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	10	0.3199942529201507	0.6012767553329468	-0.2946839094161987	7	7	0	3	8
195	5435	0	2	e_to_ē,s_to_ş	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_1	2	0.0858861953020095	0.1696250140666961	-0.08373881876468661	1	1	0	1	1
196	5463	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.2712689340114593	0.2712689340114593	-0.2712689340114593	2	2	0	0	2
197	5488	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_10	2	0.1965190768241882	0.1965190768241882	-0.1965190768241882	2	2	0	0	2
198	5511	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_10	2	0.2896896600723266	0.2896896600723266	-0.2896896600723266	2	2	0	0	2
199	5534	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.1937257796525955	0.1937257796525955	0.1937257796525955	1	0	1	0	1
200	5566	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	4	0.2718208432197571	0.2756637930870056	-0.2718208432197571	4	4	0	0	4
201	5584	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	5	0.37290851175785067	0.5133916139602661	-0.265827003121376	4	3	1	1	5
202	5663	0	1	e_to_ē	1	1	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_2,final_prompt_token_minus_5	2	0.21970426291227335	0.2221370786428451	0.21970426291227335	2	0	2	0	2
203	5669	0	1	s_to_ş	1	1	1	1	removed_sentence_hum	1	1	final_prompt_token_minus_10	1	0.178032249212265	0.178032249212265	0.178032249212265	1	0	1	0	1
204	5748	0	1	e_to_ē	1	1	2	2	just_check_hum,paraphrase_hum	1	1	final_prompt_token_minus_10	2	0.16130836308002472	0.164991095662117	0.16130836308002472	2	0	2	0	2
205	5801	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token	1	0.178531140089035	0.178531140089035	0.178531140089035	1	0	1	0	1
206	5851	0	2	e_to_ē,s_to_ş	2	2	1	1	original_hum	1	1	final_prompt_token_minus_2	2	0.1798286586999893	0.1798286586999893	-0.1798286586999893	2	2	0	0	2
207	5892	0	1	s_to_ş	1	1	3	3	paraphrase_hum,removed_sentence_hum,yes_no_hum	3	3	final_prompt_token,final_prompt_token_minus_10,final_prompt_token_minus_5	3	0.20127589007218674	0.2976247072219848	0.20127589007218674	3	0	3	0	3
208	5903	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	4	0.20306215435266492	0.2659837305545807	0.03454715013504028	3	1	2	1	3
209	5940	0	1	s_to_ş	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_2	1	0.1529377847909927	0.1529377847909927	0.1529377847909927	1	0	1	0	1
210	5978	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.162476360797882	0.162476360797882	0.162476360797882	1	0	1	0	1
211	5995	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_2,final_prompt_token_minus_5	4	0.250762939453125	0.2817554473876953	0.029919430613517775	4	2	2	0	4
212	6008	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.2307861447334289	0.2307861447334289	0.2307861447334289	1	0	1	0	1
213	6021	1	2	e_to_ē,s_to_ş	2	2	4	3	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum	1	1	final_prompt_token	8	0.11520203761756415	0.2592612504959106	-0.09740834124386306	3	3	0	5	3
214	6069	1	2	e_to_ē,s_to_ş	2	2	4	4	just_check_hum,original_hum,removed_sentence_hum,yes_no_hum	3	3	final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_5	7	0.36543820585523334	0.4669648110866546	-0.27650146824972965	7	6	1	0	7
215	6193	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	2	2	final_prompt_token,final_prompt_token_minus_5	6	0.2530847837527593	0.4692067503929138	0.1257441689570745	6	2	4	0	6
216	6194	1	2	e_to_ē,s_to_ş	2	2	5	3	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	3	2	final_prompt_token,final_prompt_token_minus_2,final_prompt_token_minus_5	17	0.1908590478055617	0.425138920545578	-0.045876748421612906	7	4	3	10	9
217	6211	0	2	e_to_ē,s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token	2	0.1090869680047035	0.2078041434288025	-0.1090869680047035	1	1	0	1	1
218	6219	0	2	e_to_ē,s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_1	2	0.11963433027267455	0.2270202934741974	-0.10738596320152284	1	1	0	1	1
219	6261	0	2	e_to_ē,s_to_ş	0	2	1	0	yes_no_hum	1	0	final_prompt_token_minus_2	2	0.14127081632614136	0.1730627417564392	0.14127081632614136	0	0	0	2	2
220	6316	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.1340300440788269	0.1340300440788269	0.1340300440788269	1	0	1	0	1
221	6328	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.1876315027475357	0.1876315027475357	0.1876315027475357	1	0	1	0	1
222	6429	1	2	e_to_ē,s_to_ş	2	2	4	3	just_check_hum,original_hum,removed_sentence_hum,yes_no_hum	5	4	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	21	0.12370395802316207	0.2713574469089508	0.08206552125158761	10	1	9	11	10
223	6478	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	3	3	final_prompt_token,final_prompt_token_minus_10,final_prompt_token_minus_5	6	0.21422105779250464	0.3298133611679077	-0.07113489756981534	5	3	2	1	5
224	6555	0	2	e_to_ē,s_to_ş	0	1	1	0	paraphrase_hum	1	0	final_prompt_token_minus_2	2	0.08869777619838709	0.1221971362829208	0.08869777619838709	0	0	0	2	1
225	6593	1	2	e_to_ē,s_to_ş	2	2	3	3	original_hum,removed_sentence_hum,yes_no_hum	3	3	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_5	10	0.11871843934059138	0.2015573531389236	-0.1166412353515625	6	6	0	4	6
226	6629	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_10	2	0.28206800669431686	0.4035336673259735	0.28206800669431686	2	0	2	0	2
227	6630	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	6	1.1326616605122883	1.2042512893676758	-0.3942120869954427	6	4	2	0	6
228	6639	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_2	2	0.2229160219430923	0.2229160219430923	-0.2229160219430923	2	2	0	0	2
229	6649	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.2086924463510513	0.2086924463510513	0.2086924463510513	1	0	1	0	1
230	6653	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	3	3	final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	8	0.27907113172113895	0.4092280864715576	-0.09783800505101684	8	4	4	0	8
231	6668	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_2	1	0.2097327709197998	0.2097327709197998	0.2097327709197998	1	0	1	0	1
232	6687	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	4	0.20142823457717893	0.2221272885799408	-0.020699054002761876	4	2	2	0	4
233	6695	0	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	1	1	final_prompt_token_minus_2	2	0.1786476820707321	0.1786476820707321	-0.1786476820707321	2	2	0	0	2
234	6736	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.2791772186756134	0.2791772186756134	-0.2791772186756134	2	2	0	0	2
235	6738	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.1714272499084472	0.1714272499084472	0.1714272499084472	1	0	1	0	1
236	6868	0	2	e_to_ē,s_to_ş	2	2	1	1	removed_sentence_hum	1	1	final_prompt_token	2	0.1561700999736786	0.1561700999736786	-0.1561700999736786	2	2	0	0	2
237	6884	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_1	1	0.1563800573348999	0.1563800573348999	0.1563800573348999	1	0	1	0	1
238	6896	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	2	2	final_prompt_token_minus_2,final_prompt_token_minus_5	5	0.36771968603134153	0.4224960803985595	0.36771968603134153	5	0	5	0	5
239	6968	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.33814138174057	0.33814138174057	0.33814138174057	1	0	1	0	1
240	6987	0	1	s_to_ş	1	1	3	3	just_check_hum,original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_5	3	0.22261535127957657	0.2639490365982055	0.22261535127957657	3	0	3	0	3
241	6991	0	1	s_to_ş	1	1	1	1	original_hum	1	1	final_prompt_token_minus_2	1	0.16839100420475	0.16839100420475	0.16839100420475	1	0	1	0	1
242	7086	0	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	1	1	final_prompt_token_minus_1	2	0.2186173051595688	0.2186173051595688	-0.2186173051595688	2	2	0	0	2
243	7094	0	2	e_to_ē,s_to_ş	1	1	1	1	paraphrase_hum	2	1	final_prompt_token_minus_1,final_prompt_token_minus_2	3	0.12611346443494156	0.2447746098041534	0.037069608767827354	1	0	1	2	1
244	7108	0	2	e_to_ē,s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token	4	0.0873787067830562	0.172770008444786	-0.0833623446524143	2	2	0	2	2
245	7133	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	4	4	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	10	0.15441992431879042	0.1877860575914383	-0.018740363419055946	9	5	4	1	9
246	7159	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	5	0.1488443404436111	0.1611669063568115	-0.09709586799144743	5	4	1	0	5
247	7163	0	2	e_to_ē,s_to_ş	1	2	5	1	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	1	1	final_prompt_token	10	0.09884839951992032	0.356962114572525	-0.0515695482492447	1	1	0	9	3
248	7164	1	2	e_to_ē,s_to_ş	2	2	4	4	just_check_hum,original_hum,removed_sentence_hum,yes_no_hum	3	3	final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2	6	0.214405412475268	0.2496199905872345	0.214405412475268	6	0	6	0	6
249	7190	0	1	e_to_ē	1	1	1	1	removed_sentence_hum	1	1	final_prompt_token_minus_5	1	0.1816367208957672	0.1816367208957672	0.1816367208957672	1	0	1	0	1
250	7238	0	1	s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	2	0.17665486782789225	0.1818930655717849	0.17665486782789225	2	0	2	0	2
251	7248	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_5	2	0.1794013455510139	0.2161372601985931	0.1794013455510139	2	0	2	0	2
252	7334	1	2	e_to_ē,s_to_ş	2	2	3	3	original_hum,paraphrase_hum,removed_sentence_hum	3	3	final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_5	7	0.22981795881475717	0.2506529092788696	-0.1840271630457469	7	6	1	0	7
253	7383	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	6	0.25089335193236667	0.3274763822555542	-0.1010123814145724	6	4	2	0	6
